id_municipio,sigla_partido,numero_de_eleitos
7617,NOVO,3
7617,PSD,3
7617,PCdoB,3
7480,PP,1
7480,MDB,1
7480,REPUBLICANOS,2
7480,PT,2
7480,PSB,3
7633,AVANTE,1
7633,PCdoB,2
7633,PL,2
7633,MDB,3
7633,PRD,3
7633,PP,4
7633,PODE,4
7650,PV,1
7650,PDT,2
7650,PT,1
7650,PSB,3
7650,PP,2
7650,REPUBLICANOS,1
7650,MDB,1
7650,PCdoB,2
7676,PT,3
7676,PCdoB,3
7676,PSB,5
7676,MDB,2
7501,PT,1
7501,PL,1
7501,PRD,2
7501,PP,2
7501,PSB,3
7692,PCdoB,2
7692,PL,1
7692,PDT,2
7692,PP,2
7692,UNIÃO,2
7692,AGIR,1
7692,PT,1
7692,PSB,4
7714,REPUBLICANOS,2
7714,PSB,4
7714,PL,3
7714,UNIÃO,2
7714,PT,2
7498,PT,1
7498,PCdoB,1
7498,PSB,2
7498,PL,1
7498,PDT,3
7498,PRD,2
7498,PSD,1
7242,CIDADANIA,1
7242,PSOL,1
7242,PL,1
7242,PDT,1
7242,PSDB,1
7242,AVANTE,1
7242,PSD,1
7242,REPUBLICANOS,1
7242,PMB,1
7730,PT,2
7730,PRD,2
7730,PCdoB,2
7730,PV,1
7730,PSB,4
7757,PT,1
7757,MDB,1
7757,PCdoB,2
7757,PP,3
7757,PDT,2
7773,PV,2
7773,UNIÃO,5
7773,NOVO,1
7773,AGIR,3
9636,PP,1
9636,PCdoB,1
9636,PRD,1
9636,REPUBLICANOS,1
9636,PT,1
9636,PL,2
9636,MDB,2
9636,PSD,2
9636,PSB,2
7528,PT,1
7528,PSD,2
7528,PDT,3
7528,REPUBLICANOS,2
7528,UNIÃO,1
7544,PSB,3
7544,MDB,2
7544,PP,2
7544,PDT,2
7560,PT,2
7560,PSDB,2
7560,CIDADANIA,1
7560,MDB,3
7560,PL,3
7790,REPUBLICANOS,2
7790,MDB,3
7790,PODE,3
7790,AVANTE,1
7811,PP,3
7811,PL,3
7811,PDT,5
7838,MDB,1
7838,PP,1
7838,PCdoB,1
7838,PT,1
7838,REPUBLICANOS,1
7838,PDT,1
7838,UNIÃO,1
7838,PSB,2
7854,UNIÃO,2
7854,PSB,4
7854,PCdoB,2
7854,MDB,2
7854,PT,1
7870,UNIÃO,2
7870,PSB,5
7870,PRD,2
7609,PP,1
7609,CIDADANIA,1
7609,MDB,1
7609,PSB,2
7609,PSD,3
7609,PRD,2
7609,UNIÃO,1
7897,REPUBLICANOS,2
7897,UNIÃO,2
7897,MDB,3
7897,PL,2
7625,AVANTE,1
7625,MDB,3
7625,PSB,5
7641,PL,2
7641,PODE,2
7641,AVANTE,1
7641,MDB,3
7641,UNIÃO,1
7668,PCdoB,2
7668,PL,2
7668,REPUBLICANOS,2
7668,PT,2
7668,CIDADANIA,1
7668,PSD,2
7668,NOVO,-1
7668,PRD,1
7935,MDB,1
7935,PSDB,1
7935,PRTB,1
7935,PSOL,1
7935,PDT,2
7935,PP,2
7935,NOVO,2
7935,PL,2
7935,UNIÃO,3
7919,PDT,4
7919,UNIÃO,3
7919,PP,2
7951,PL,1
7951,MDB,1
7951,PT,1
7951,PSDB,1
7951,PSB,1
7951,PSD,1
7951,PCdoB,1
7951,PDT,1
7951,AVANTE,1
7978,PSB,2
7978,UNIÃO,1
7978,PT,1
7978,PL,1
7978,PDT,3
7978,PRD,2
7978,CIDADANIA,1
7994,REPUBLICANOS,1
7994,PSD,2
7994,PT,2
7994,PDT,2
7994,MDB,2
7994,PL,2
7684,PL,3
7684,AGIR,3
7684,PP,3
8010,PDT,5
8010,REPUBLICANOS,2
8010,PL,2
8036,PP,1
8036,PSOL,2
8036,REPUBLICANOS,2
8036,MDB,2
8036,AVANTE,3
8036,NOVO,3
8036,PL,4
8036,DC,4
7706,PV,1
7706,PCdoB,1
7706,REPUBLICANOS,1
7706,PDT,3
7706,MDB,2
7706,UNIÃO,1
8079,PL,1
8079,PSB,3
8079,UNIÃO,1
8079,PSOL,1
8079,AVANTE,1
8079,PODE,1
8079,PRD,2
8079,MDB,3
8079,DC,2
7722,PL,1
7722,PDT,2
7722,UNIÃO,2
7722,PSB,2
7722,PSDB,2
7722,PSD,2
7749,UNIÃO,1
7749,MDB,2
7749,PP,3
7749,PSB,3
7765,PDT,6
7765,UNIÃO,3
7765,MDB,2
8117,AVANTE,2
8117,MDB,5
8117,REPUBLICANOS,4
8095,REPUBLICANOS,2
8095,PSD,2
8095,MDB,2
8095,PP,2
8095,PSDB,1
8095,PRD,2
7781,PSB,4
7781,PCdoB,3
7781,MDB,2
8133,PCdoB,2
8133,PP,4
8133,REPUBLICANOS,4
8133,MDB,3
8150,PCdoB,1
8150,PSB,2
8150,PT,1
8150,PL,2
8150,PDT,2
8150,MDB,1
7803,PSB,4
7803,PT,3
7803,MDB,2
8176,PT,1
8176,CIDADANIA,2
8176,UNIÃO,2
8176,PP,2
8176,PRD,2
8176,PSDB,2
7820,PSD,2
7820,PP,3
7820,MDB,2
7820,UNIÃO,2
7846,PSDB,1
7846,PODE,2
7846,MDB,3
7846,PT,3
7862,MDB,4
7862,REPUBLICANOS,4
7862,PSDB,1
8192,UNIÃO,5
8192,MDB,4
8214,REPUBLICANOS,1
8214,UNIÃO,1
8214,PP,1
8214,PT,2
8214,NOVO,1
8214,PDT,3
8230,PSB,2
8230,PT,1
8230,PL,1
8230,PRD,2
8230,MDB,2
8230,UNIÃO,1
8257,PCdoB,2
8257,PT,2
8257,PDT,3
8257,PSB,3
8257,REPUBLICANOS,1
7889,PRD,1
7889,PL,2
7889,AVANTE,2
7889,MDB,2
7889,PDT,2
7889,CIDADANIA,2
7900,PP,4
7900,PSD,5
7927,REPUBLICANOS,2
7927,PRD,4
7927,PL,3
8273,PT,2
8273,PL,2
8273,UNIÃO,2
8273,PP,3
8273,PCdoB,2
8290,PSB,2
8290,PCdoB,1
8290,PL,1
8290,PT,1
8290,REPUBLICANOS,2
8290,MDB,2
8290,UNIÃO,2
8311,PT,2
8311,PSB,3
8311,PSD,2
8311,PDT,4
8311,UNIÃO,2
7943,PSB,2
7943,PDT,2
7943,REPUBLICANOS,1
7943,PRD,1
7943,MDB,2
7943,UNIÃO,1
7960,CIDADANIA,1
7960,UNIÃO,1
7960,PSDB,2
7960,PDT,5
8338,UNIÃO,2
8338,MDB,2
8338,PSDB,1
8338,CIDADANIA,1
8338,PSB,3
8338,PL,2
9695,PSDB,1
9695,REPUBLICANOS,1
9695,MDB,1
9695,PSOL,2
9695,PL,3
9695,PSB,3
8354,PCdoB,1
8354,MDB,1
8354,PP,1
8354,PDT,1
8354,PSB,3
8354,PSDB,1
8354,PT,1
8397,PDT,2
8397,REPUBLICANOS,1
8397,PP,2
8397,PSD,3
8397,MDB,1
8370,PP,2
8370,PT,4
8370,PL,4
8370,AVANTE,3
8419,PSDB,1
8419,CIDADANIA,1
8419,PDT,2
8419,PL,2
8419,PRD,1
8419,UNIÃO,1
8419,PSB,3
8435,PODE,1
8435,PP,1
8435,PT,2
8435,MDB,2
8435,PDT,3
7986,AGIR,1
7986,PP,2
7986,UNIÃO,2
7986,PSB,4
8451,REPUBLICANOS,1
8451,UNIÃO,1
8451,MDB,2
8451,PSDB,2
8451,PSB,3
8001,PP,2
8001,PRD,2
8001,MDB,2
8001,PL,3
8001,REPUBLICANOS,2
8478,PDT,3
8478,PL,3
8478,UNIÃO,3
8478,PP,2
8028,PL,1
8028,PSB,2
8028,PRD,1
8028,MDB,1
8028,PODE,1
8028,PSD,2
8028,UNIÃO,1
8516,UNIÃO,1
8516,PP,2
8516,PRD,2
8516,PSB,4
8516,PL,2
8532,PP,2
8532,REPUBLICANOS,2
8532,UNIÃO,2
8532,PDT,3
8532,MDB,2
8559,PRD,2
8559,PT,2
8559,PSB,4
8559,PP,2
8559,MDB,2
8559,PSDB,1
8575,PT,2
8575,UNIÃO,2
8575,MDB,2
8575,PP,3
8575,PL,2
8591,PP,6
8591,MDB,5
8044,PODE,2
8044,SOLIDARIEDADE,1
8044,PT,3
8044,REPUBLICANOS,3
8044,MDB,2
9598,PP,2
9598,PDT,2
9598,PSD,3
9598,PSB,4
8494,PSB,1
8494,PSDB,2
8494,PRD,2
8494,NOVO,3
8494,SOLIDARIEDADE,3
8494,PP,4
8494,UNIÃO,4
8613,PDT,2
8613,MDB,1
8613,PP,1
8613,PSD,2
8613,PL,1
8613,PSB,3
8613,UNIÃO,1
8613,PT,2
8060,PDT,2
8060,PCdoB,2
8060,PP,2
8060,PL,3
8060,PT,2
8630,PSB,4
8630,CIDADANIA,1
8630,UNIÃO,2
8630,PT,2
8630,PP,2
8630,MDB,2
8656,PSB,2
8656,PSD,1
8656,PT,1
8656,REPUBLICANOS,1
8656,PRD,1
8656,PODE,1
8656,MDB,1
8656,PSDB,1
8087,UNIÃO,1
8087,PL,1
8087,PSD,1
8087,MDB,1
8087,PODE,2
8087,PDT,3
8087,PP,2
8672,CIDADANIA,1
8672,PL,2
8672,PSD,2
8672,PODE,1
8672,PSB,3
8672,PP,2
8672,PT,2
8699,UNIÃO,1
8699,PSD,1
8699,PSOL,2
8699,PDT,2
8699,SOLIDARIEDADE,2
8699,AVANTE,3
8699,PL,3
8699,PODE,3
8710,PT,2
8710,PSDB,2
8710,PL,2
8710,PCdoB,3
8710,UNIÃO,2
8737,PSB,3
8737,REPUBLICANOS,2
8737,PP,2
8737,PSD,2
8737,PRD,1
8737,MDB,1
8770,PSD,3
8770,PSB,4
8770,PP,2
8770,PSOL,2
8109,REPUBLICANOS,1
8109,PL,1
8109,PSB,4
8109,PRD,2
8109,PSDB,1
8753,PT,2
8753,REPUBLICANOS,2
8753,PSB,5
8753,PDT,2
8796,PL,2
8796,PP,2
8796,PSD,2
8796,PDT,2
8796,PSB,3
8796,MDB,1
8796,UNIÃO,1
8818,CIDADANIA,1
8818,PL,1
8818,UNIÃO,1
8818,PSB,2
8818,PRD,1
8818,REPUBLICANOS,1
8818,PSD,1
8818,MDB,1
8125,PSD,1
8125,REPUBLICANOS,1
8125,PL,2
8125,PSB,3
8125,PP,2
8141,PSDB,1
8141,UNIÃO,1
8141,PL,2
8141,PCdoB,2
8141,PP,2
8141,PSB,3
8834,CIDADANIA,1
8834,PODE,1
8834,PSDB,1
8834,PSB,2
8834,UNIÃO,1
8834,PL,2
8834,MDB,1
8850,PSD,2
8850,REPUBLICANOS,2
8850,MDB,1
8850,PT,3
8850,UNIÃO,1
8168,PT,1
8168,PSB,3
8168,PV,1
8168,REPUBLICANOS,1
8168,PCdoB,2
8168,PL,3
8168,PDT,2
8877,MDB,2
8877,UNIÃO,3
8877,PRD,3
8877,PSD,3
8184,PDT,2
8184,REPUBLICANOS,2
8184,PT,2
8184,PSB,3
8915,MDB,2
8915,PSDB,4
8915,PP,4
8915,PL,3
8931,PP,5
8931,PRD,4
8206,PSB,4
8206,UNIÃO,1
8206,REPUBLICANOS,2
8206,MDB,2
8958,UNIÃO,3
8958,PP,3
8958,REPUBLICANOS,4
8958,MDB,3
9571,PSDB,1
9571,REPUBLICANOS,1
9571,DC,2
9571,REDE,2
9571,PSB,2
9571,MDB,3
9571,PP,3
9571,UNIÃO,3
8974,PSDB,1
8974,CIDADANIA,1
8974,MDB,1
8974,PRD,1
8974,PL,2
8974,PP,2
8974,PSOL,2
8974,REPUBLICANOS,2
8974,UNIÃO,3
9652,DC,1
9652,PT,2
9652,PSOL,2
9652,PP,2
9652,PL,2
9652,PDT,2
8990,AVANTE,1
8990,PT,3
8990,PSTU,3
8990,PDT,4
9016,PL,2
9016,PODE,4
9016,PSOL,4
9016,PSD,3
8222,PT,1
8222,PDT,2
8222,CIDADANIA,1
8222,PMB,1
8222,PL,3
8222,PRD,1
8249,PP,1
8249,MDB,2
8249,PSD,2
8249,REPUBLICANOS,2
8249,SOLIDARIEDADE,2
8249,PT,2
9032,REPUBLICANOS,1
9032,PT,1
9032,PRD,2
9032,PL,3
9032,PSB,2
8460,UNIÃO,5
8460,PL,4
8486,PDT,2
8486,PSB,3
8486,UNIÃO,2
8486,DC,1
8486,REPUBLICANOS,1
8508,PP,1
8508,PSD,1
8508,PSOL,1
8508,PSB,3
8508,MDB,2
8508,UNIÃO,1
8524,PL,1
8524,MDB,1
8524,PT,2
8524,PSB,4
8524,REPUBLICANOS,1
9318,MDB,2
9318,PDT,3
9318,PSB,4
8540,UNIÃO,3
8540,PSB,6
9059,REPUBLICANOS,1
9059,PP,1
9059,PCdoB,1
9059,MDB,2
9059,PT,3
9059,PSB,3
9075,MDB,1
9075,UNIÃO,1
9075,PT,2
9075,PRD,2
9075,PSD,3
9075,PSB,4
9091,REPUBLICANOS,1
9091,PCdoB,1
9091,MDB,2
9091,PT,2
9091,PL,2
9091,PDT,3
8265,PP,1
8265,PSDB,1
8265,MDB,1
8265,PDT,3
8265,REPUBLICANOS,2
8265,CIDADANIA,1
9113,PT,3
9113,MDB,3
9113,PP,3
9113,PSB,4
8281,UNIÃO,2
8281,AGIR,1
8281,PDT,2
8281,PP,2
8281,REPUBLICANOS,2
9156,PT,1
9156,PP,1
9156,UNIÃO,1
9156,PL,2
9156,PSD,2
9156,PSB,2
9130,PP,1
9130,PCdoB,1
9130,PRD,2
9130,PT,2
9130,PSB,3
8893,PL,1
8893,PV,2
8893,PSD,2
8893,PRD,2
8893,UNIÃO,3
8893,DC,3
8893,PSDB,4
8893,NOVO,4
8362,PV,1
8362,PCdoB,4
8362,MDB,3
8362,AVANTE,1
9172,DC,1
9172,UNIÃO,1
9172,PCdoB,1
9172,PT,1
9172,REPUBLICANOS,2
9172,MDB,2
9172,PSB,3
8303,MDB,2
8303,PL,2
8303,REPUBLICANOS,2
8303,PP,3
8303,PRD,2
8320,PP,3
8320,REPUBLICANOS,3
8320,MDB,3
8346,PSB,3
8346,AGIR,1
8346,PDT,2
8346,MDB,3
8346,PT,2
9199,AVANTE,1
9199,PT,2
9199,MDB,2
9199,PCdoB,2
9199,PSOL,2
9199,UNIÃO,2
9210,CIDADANIA,1
9210,PRD,1
9210,PSTU,1
9210,PCdoB,1
9210,PP,1
9210,PT,1
9210,REPUBLICANOS,1
9210,PSOL,2
9210,UNIÃO,2
9210,PODE,2
9210,MDB,2
9210,PL,3
9210,PSD,4
9210,PDT,4
9210,PSB,5
8052,CIDADANIA,1
8052,PDT,2
8052,PP,2
8052,PCdoB,2
8052,PSD,2
8052,MDB,2
9237,PP,1
9237,REPUBLICANOS,1
9237,PT,1
9237,PODE,1
9237,UNIÃO,1
9237,PSD,2
9237,PDT,3
9237,PSB,3
8389,UNIÃO,2
8389,PRD,2
8389,PL,3
8389,MDB,2
8400,REPUBLICANOS,5
8400,NOVO,2
8400,UNIÃO,2
9253,REPUBLICANOS,1
9253,MDB,1
9253,PCdoB,2
9253,PT,2
9253,PP,2
9253,PSB,3
8427,PCdoB,2
8427,PT,2
8427,PP,3
8427,UNIÃO,2
8443,PSB,5
8443,PRD,2
8443,UNIÃO,2
9270,DC,1
9270,PL,2
9270,PT,2
9270,UNIÃO,2
9270,PCdoB,2
9270,PSB,2
9296,UNIÃO,2
9296,PP,3
9296,MDB,3
9296,PDT,3
9334,REPUBLICANOS,1
9334,MDB,1
9334,PRD,2
9334,PSD,3
9334,PDT,2
9350,PODE,1
9350,PT,1
9350,REPUBLICANOS,1
9350,PCdoB,1
9350,MDB,1
9350,PL,1
9350,PRD,1
9350,PDT,2
9350,PSB,2
9377,UNIÃO,1
9377,PODE,2
9377,PSOL,2
9377,PP,2
9377,PL,3
9377,PSD,3
9377,PDT,4
9377,PSB,4
8567,PT,2
8567,PDT,4
8567,REPUBLICANOS,2
8567,UNIÃO,2
8567,PCdoB,1
8583,CIDADANIA,1
8583,PP,2
8583,PSB,4
8583,MDB,2
9393,MDB,2
9393,PL,2
9393,UNIÃO,2
9393,PSB,3
9393,PDT,4
9415,PT,1
9415,REPUBLICANOS,2
9415,PCdoB,2
9415,PL,2
9415,PSD,2
9415,PSB,4
8605,PRD,2
8605,REPUBLICANOS,2
8605,PSD,3
8605,SOLIDARIEDADE,2
8605,UNIÃO,2
9431,PRD,1
9431,PP,1
9431,PSOL,2
9431,PL,2
9431,PSD,3
9431,PDT,3
9431,PSB,3
9458,SOLIDARIEDADE,1
9458,CIDADANIA,1
9458,REPUBLICANOS,1
9458,PODE,2
9458,MDB,2
9458,PDT,3
9458,PSB,3
9474,PMB,1
9474,REPUBLICANOS,2
9474,PP,2
9474,UNIÃO,2
9474,PL,4
9474,PDT,4
9490,PODE,1
9490,PRD,1
9490,PT,1
9490,PCdoB,1
9490,PP,2
9490,PSD,2
9490,REPUBLICANOS,2
9490,MDB,2
9490,UNIÃO,3
8621,UNIÃO,1
8621,MDB,2
8621,REPUBLICANOS,2
8621,PL,3
8621,PP,1
9539,PSOL,2
9539,PT,2
9539,UNIÃO,2
9539,PDT,3
9539,PSB,4
9512,PP,1
9512,MDB,1
9512,PODE,1
9512,PL,1
9512,PRD,1
9512,PSD,2
9512,PDT,3
9512,PSB,3
9717,PRD,3
9717,REPUBLICANOS,4
9717,PL,4
9717,PDT,4
7005,PT,2
7005,PL,3
7005,AVANTE,1
7005,PDT,3
40010,UNIÃO,1
40010,PODE,1
40010,AVANTE,2
40010,PP,3
40010,PSD,2
40037,REDE,1
40037,PRD,1
40037,MDB,1
40037,UNIÃO,1
40037,PT,1
40037,NOVO,1
40037,PSDB,1
40037,PSD,1
40037,PL,1
40053,REPUBLICANOS,1
40053,PDT,1
40053,PT,2
40053,PP,3
40053,PSDB,2
40070,MDB,1
40070,PMB,1
40070,MOBILIZA,1
40070,REPUBLICANOS,1
40070,PP,1
40070,UNIÃO,1
40070,PDT,1
40070,AVANTE,1
40070,PT,1
40150,PP,3
40150,PSDB,3
40150,PSD,3
40215,MDB,1
40215,AVANTE,2
40215,PT,2
40215,PSDB,2
40215,PL,2
40215,PSD,2
40231,PT,1
40231,MDB,1
40231,PSDB,1
40231,PP,2
40231,PL,2
40231,PSD,2
40258,PV,3
40258,PSDB,3
40258,PP,3
40274,REPUBLICANOS,1
40274,PRD,1
40274,PT,2
40274,PODE,2
40274,PSDB,3
40312,PP,1
40312,PDT,1
40312,PT,1
40312,NOVO,2
40312,PSOL,2
40312,PSD,2
40312,PL,3
40002,PDT,2
40002,AVANTE,2
40002,PP,2
40002,PSD,3
40339,REPUBLICANOS,2
40339,PT,4
40339,PSDB,4
40339,PSD,3
40355,REPUBLICANOS,1
40355,AVANTE,1
40355,UNIÃO,2
40355,MDB,2
40355,PSD,3
40371,SOLIDARIEDADE,1
40371,MDB,1
40371,UNIÃO,1
40371,REPUBLICANOS,1
40371,AVANTE,1
40371,PP,1
40371,PSDB,1
40371,PL,1
40371,PSD,1
40398,UNIÃO,1
40398,AVANTE,1
40398,PT,2
40398,PL,3
40398,PSD,2
41661,UNIÃO,1
41661,MDB,1
41661,PDT,2
41661,PSDB,3
41661,PL,2
50695,REPUBLICANOS,1
50695,MDB,1
50695,NOVO,2
50695,PL,3
50695,PSD,2
40410,REPUBLICANOS,1
40410,PV,1
40410,PP,2
40410,PT,2
40410,PSD,3
40436,MDB,1
40436,NOVO,2
40436,PT,2
40436,PSD,4
40452,CIDADANIA,1
40452,REPUBLICANOS,1
40452,MDB,1
40452,PRD,1
40452,PP,2
40452,PT,3
40452,PSD,2
40479,SOLIDARIEDADE,1
40479,PSDB,3
40479,PL,3
40479,PSD,2
40290,PRD,1
40290,UNIÃO,1
40290,REPUBLICANOS,1
40290,PP,2
40290,PT,2
40290,PL,3
40290,PSD,3
40495,REPUBLICANOS,1
40495,PRD,1
40495,PT,1
40495,AVANTE,2
40495,PP,2
40495,PSD,2
40517,PRD,1
40517,PDT,1
40517,REPUBLICANOS,1
40517,PT,1
40517,UNIÃO,1
40517,NOVO,1
40517,PSDB,1
40517,PSD,1
40517,PL,1
40550,SOLIDARIEDADE,1
40550,REPUBLICANOS,1
40550,AVANTE,1
40550,PRD,1
40550,NOVO,1
40550,PT,1
40550,PP,1
40550,PL,1
40550,PSD,1
41688,PRD,1
41688,REPUBLICANOS,1
41688,MOBILIZA,2
41688,AVANTE,2
41688,PL,3
40576,MOBILIZA,1
40576,PODE,1
40576,PRD,1
40576,PSDB,1
40576,PDT,2
40576,PP,2
40576,PL,1
40592,UNIÃO,1
40592,PSB,1
40592,MDB,1
40592,AVANTE,1
40592,PT,1
40592,PP,1
40592,PL,2
40592,PSD,1
40614,PDT,2
40614,PSDB,3
40614,PSD,4
40657,MDB,3
40657,PSDB,6
40690,PRD,1
40690,REPUBLICANOS,1
40690,CIDADANIA,2
40690,PSDB,2
40690,PT,2
40690,NOVO,3
40690,PSD,3
40690,PL,3
40711,AVANTE,1
40711,PRD,1
40711,PT,2
40711,PP,2
40711,PSD,3
40738,PSB,1
40738,REPUBLICANOS,2
40738,UNIÃO,3
40738,PSDB,3
40029,AVANTE,1
40029,SOLIDARIEDADE,1
40029,UNIÃO,1
40029,PP,1
40029,PSD,3
40029,PL,2
40754,MDB,1
40754,PSDB,3
40754,PL,3
40754,PSD,2
40797,REPUBLICANOS,1
40797,PRD,1
40797,PP,1
40797,PDT,1
40797,PSDB,2
40797,PT,2
40797,CIDADANIA,2
40797,PSD,2
40797,PL,3
40630,PDT,1
40630,UNIÃO,2
40630,AVANTE,3
40630,PSD,3
40673,REPUBLICANOS,1
40673,PODE,1
40673,AVANTE,1
40673,PT,3
40673,PSDB,3
40673,PSD,2
40770,PSB,1
40770,PRD,1
40770,NOVO,1
40770,AVANTE,2
40770,PL,2
40770,PSD,2
40819,REPUBLICANOS,1
40819,AVANTE,1
40819,PT,1
40819,PSDB,1
40819,PL,3
40819,PSD,2
40835,SOLIDARIEDADE,1
40835,MDB,1
40835,MOBILIZA,1
40835,PRD,1
40835,REPUBLICANOS,1
40835,AVANTE,1
40835,PP,1
40835,PL,1
40835,PSD,1
40851,PSB,1
40851,MDB,1
40851,PODE,1
40851,UNIÃO,1
40851,AVANTE,1
40851,PL,2
40851,PSD,2
40878,MOBILIZA,1
40878,REPUBLICANOS,1
40878,AVANTE,1
40878,MDB,3
40878,PSD,3
41700,PDT,1
41700,MOBILIZA,2
41700,REPUBLICANOS,3
41700,PSD,3
40894,PP,1
40894,SOLIDARIEDADE,2
40894,PODE,2
40894,PT,2
40894,PSOL,2
40894,PSD,2
40916,REPUBLICANOS,1
40916,PRD,1
40916,PP,1
40916,UNIÃO,1
40916,PT,2
40916,PL,2
40916,PSD,1
40932,MOBILIZA,1
40932,REPUBLICANOS,1
40932,PSB,1
40932,MDB,2
40932,SOLIDARIEDADE,2
40932,PSD,2
40959,PDT,1
40959,REPUBLICANOS,1
40959,PSB,1
40959,PODE,2
40959,PP,2
40959,PSD,2
40096,REPUBLICANOS,1
40096,AVANTE,1
40096,PDT,1
40096,MDB,1
40096,PT,1
40096,PL,2
40096,PSD,2
40975,UNIÃO,1
40975,AVANTE,2
40975,NOVO,2
40975,PP,2
40975,PRD,2
40975,PL,2
40991,PRD,1
40991,REPUBLICANOS,1
40991,AVANTE,1
40991,PP,2
40991,PL,2
40991,PSD,2
41017,PRD,1
41017,PP,2
41017,AVANTE,2
41017,PT,2
41017,PL,2
41017,PSD,2
41033,PT,2
41033,PP,2
41033,REPUBLICANOS,3
41033,PSD,2
41050,REPUBLICANOS,1
41050,PT,1
41050,PSDB,1
41050,UNIÃO,1
41050,PL,3
41050,PSD,2
41114,AVANTE,1
41114,REPUBLICANOS,2
41114,PDT,2
41114,PRD,3
41114,PT,3
41114,PL,4
41114,PSD,4
41130,AVANTE,2
41130,PT,2
41130,PDT,3
41130,PL,2
41173,PV,1
41173,PODE,1
41173,PP,1
41173,AVANTE,1
41173,PRD,1
41173,PT,1
41173,PL,2
41173,PSD,1
41076,AVANTE,1
41076,REPUBLICANOS,2
41076,REDE,2
41076,PSDB,2
41076,PSD,2
41076,PL,2
41092,PP,1
41092,REPUBLICANOS,1
41092,MDB,1
41092,UNIÃO,2
41092,PT,2
41092,PL,2
41190,PDT,1
41190,UNIÃO,1
41190,AVANTE,1
41190,PP,1
41190,PSDB,1
41190,PL,2
41190,PSD,2
41211,PSB,1
41211,PODE,1
41211,PRD,2
41211,PDT,2
41211,PSD,3
41238,PCB,1
41238,MOBILIZA,1
41238,PV,1
41238,PODE,1
41238,REDE,1
41238,REPUBLICANOS,2
41238,UNIÃO,2
41238,PRD,2
41238,AVANTE,2
41238,PP,2
41238,PDT,3
41238,PT,3
41238,PSDB,3
41238,NOVO,4
41238,PSOL,4
41238,PL,4
41238,PSD,5
41254,AVANTE,1
41254,PT,2
41254,PP,2
41254,PSDB,2
41254,PSD,2
41254,PL,2
41270,AGIR,1
41270,SOLIDARIEDADE,1
41270,MDB,1
41270,PRD,1
41270,PP,1
41270,UNIÃO,1
41270,PDT,2
41270,PT,1
41297,MOBILIZA,1
41297,PODE,1
41297,UNIÃO,1
41297,PT,2
41297,PSDB,2
41297,PSD,2
41726,PDT,1
41726,PP,1
41726,MDB,2
41726,SOLIDARIEDADE,2
41726,PSD,3
41319,UNIÃO,1
41319,PSB,1
41319,PT,1
41319,PSDB,3
41319,PSD,3
41335,AVANTE,1
41335,REPUBLICANOS,1
41335,PSDB,2
41335,NOVO,3
41335,UNIÃO,3
41335,PT,4
41335,PSOL,4
41335,PL,5
41351,PODE,1
41351,PRD,1
41351,REPUBLICANOS,2
41351,PP,3
41351,PSD,2
41378,PSB,1
41378,MDB,1
41378,UNIÃO,1
41378,REPUBLICANOS,1
41378,PDT,1
41378,AVANTE,1
41378,PP,1
41378,PT,1
41378,PL,1
41394,REDE,1
41394,MDB,3
41394,PSDB,5
41416,MDB,2
41416,PSB,4
41416,MOBILIZA,4
41416,UNIÃO,3
41432,PRD,1
41432,PP,3
41432,PSDB,3
41432,PL,2
41459,PSDB,2
41459,PDT,4
41459,PT,4
41459,PSD,3
41475,PRD,1
41475,MDB,1
41475,PDT,1
41475,PT,1
41475,REPUBLICANOS,1
41475,AVANTE,1
41475,PSDB,1
41475,PL,1
41475,PSD,1
41491,UNIÃO,1
41491,MDB,1
41491,PRD,3
41491,PSD,4
41513,UNIÃO,1
41513,REPUBLICANOS,1
41513,MDB,2
41513,PL,3
41513,PSD,2
41530,PDT,1
41530,MDB,1
41530,PP,1
41530,PL,3
41530,PSD,3
41556,PSB,1
41556,UNIÃO,1
41556,PRD,1
41556,PP,1
41556,PT,1
41556,PSDB,2
41556,PL,2
41572,PSB,1
41572,REPUBLICANOS,1
41572,UNIÃO,1
41572,PT,1
41572,PRD,2
41572,PSDB,2
41572,PL,1
41599,REPUBLICANOS,1
41599,PP,2
41599,PRD,2
41599,PT,2
41599,PL,2
41599,PSD,2
41610,AGIR,1
41610,MDB,1
41610,SOLIDARIEDADE,1
41610,PV,1
41610,AVANTE,1
41610,PDT,1
41610,PT,1
41610,PP,1
41610,PSD,1
41637,REPUBLICANOS,1
41637,PODE,1
41637,PV,1
41637,SOLIDARIEDADE,2
41637,PT,2
41637,PSD,2
41742,REPUBLICANOS,1
41742,UNIÃO,1
41742,PCdoB,1
41742,PDT,1
41742,PODE,2
41742,PT,2
41742,AVANTE,1
41653,UNIÃO,1
41653,PT,2
41653,NOVO,2
41653,PSDB,2
41653,PL,2
41653,PSD,2
41670,PDT,1
41670,AVANTE,1
41670,REPUBLICANOS,1
41670,PP,1
41670,UNIÃO,1
41670,MDB,1
41670,PSDB,1
41670,NOVO,1
41670,PSD,1
41696,UNIÃO,1
41696,PODE,1
41696,AVANTE,1
41696,PRD,1
41696,PT,1
41696,PP,2
41696,PSD,2
40045,REPUBLICANOS,1
40045,SOLIDARIEDADE,2
40045,PODE,2
40045,AVANTE,2
40045,PP,2
40045,PSD,2
41718,PDT,2
41718,PP,2
41718,PT,2
